zipcode,total_charitable_contb,agi,num_of_returns,net_investment_income_tax,net_cap_gains_less_loss,num_returns_net_cap_gains_less_loss,num_returns_rent_and_royalty,total_rent_and_royalty,ord_div_amount,num_returns_ord_dividens,state,total_tax_payments_amount,salaries_and_wages_amnt,num_salaries_and_wages,zip_region,agi_per_return
61734,342,88435,1210,101,1667,210,120,1045,991,210,IL,10555,55365,960,617,73.08677685950413
61735,0,15064,170,0,520,20,0,0,26,30,IL,1928,10011,140,617,88.61176470588235
61736,955,153930,1020,150,2359,260,70,630,1307,280,IL,23864,81309,880,617,150.91176470588235
61737,0,19773,250,0,33,40,30,141,99,50,IL,2121,11536,210,617,79.092
61738,1403,174757,2040,281,6406,460,190,3368,4316,490,IL,23211,105418,1680,617,85.66519607843138
61739,1734,220874,2320,249,9970,610,350,9289,3400,630,IL,23658,107993,1860,617,95.20431034482759
61740,0,60206,730,93,759,150,80,936,782,180,IL,7204,35073,610,617,82.47397260273972
61741,529,61681,780,44,2307,170,110,2026,570,170,IL,6837,35896,660,617,79.07820512820513
61742,969,61059,550,26,1143,160,50,706,717,160,IL,8420,36853,450,617,111.01636363636364
61743,0,9041,100,0,20,20,0,0,43,40,IL,849,4734,80,617,90.41
61744,869,81341,980,34,2183,210,110,3087,762,200,IL,8582,49443,800,617,83.00102040816327
61745,1092,184994,2040,71,4817,430,130,1004,1316,450,IL,23861,131962,1700,617,90.68333333333334
61747,350,55520,680,14,776,140,70,840,548,150,IL,6886,37121,550,617,81.6470588235294
61748,3873,169116,1410,319,6246,390,130,1236,4308,490,IL,27511,93127,1130,617,119.9404255319149
61749,0,19129,240,0,138,40,0,0,146,40,IL,1721,10431,200,617,79.70416666666667
61752,738,187884,2110,111,3481,380,120,732,1679,450,IL,26379,118591,1750,617,89.04454976303317
61753,746,122691,1440,78,2734,300,100,635,1833,340,IL,14849,78243,1170,617,85.20208333333333
61754,0,45939,610,0,679,100,40,471,205,110,IL,5229,28708,480,617,75.30983606557378
61755,1089,186451,2110,100,4232,440,130,1513,1953,450,IL,23725,130798,1770,617,88.3654028436019
61756,398,79122,1010,77,1640,140,80,824,756,200,IL,9433,51487,810,617,78.33861386138614
61759,274,57767,700,59,1374,140,50,441,1023,150,IL,8110,37181,570,617,82.52428571428571
61760,228,91288,1170,35,2109,210,120,1205,804,220,IL,9817,57136,960,617,78.02393162393163
61761,13644,1601048,20040,770,35643,4320,820,8824,22479,4790,IL,214492,1130944,17010,617,79.89261477045908
61764,1689,394611,5850,178,7337,980,410,4908,5224,1180,IL,48179,245723,4730,617,67.45487179487179
61769,0,18883,280,0,277,40,0,0,48,50,IL,1958,11104,220,617,67.43928571428572
61770,0,35421,500,0,257,60,40,261,102,70,IL,3347,22668,410,617,70.842
61771,446,39742,460,37,1575,110,50,717,198,110,IL,4747,24665,390,617,86.39565217391305
61772,0,17020,200,0,211,40,0,0,83,40,IL,1717,10502,160,617,85.1
61773,0,11327,200,0,85,30,0,0,30,20,IL,957,7262,160,617,56.635
61774,0,34049,460,0,401,80,0,0,196,80,IL,3972,24052,390,617,74.0195652173913
61775,0,11689,150,0,24,20,0,0,38,20,IL,1260,6503,130,617,77.92666666666666
61776,870,76670,750,70,2690,200,60,510,1227,240,IL,10506,42063,570,617,102.22666666666667
61777,0,36348,460,0,257,90,0,0,280,80,IL,4146,24873,380,617,79.01739130434783
61778,0,18223,290,0,-3,40,0,0,88,60,IL,2019,12082,210,617,62.83793103448276
61801,7247,562811,9130,561,15846,1820,440,2513,18357,2100,IL,76753,385980,7770,618,61.64414019715225
61802,7965,663039,9330,703,22918,1570,460,4543,15831,1810,IL,93698,406798,7510,618,71.0652733118971
61810,0,14673,140,0,0,0,0,0,0,0,IL,1166,6081,120,618,104.80714285714286
61811,0,19779,280,0,201,20,20,58,60,30,IL,1831,12019,220,618,70.63928571428572
61812,0,13653,160,0,25,20,0,0,7,20,IL,1381,7826,140,618,85.33125
61813,0,57334,870,0,642,130,40,49,405,130,IL,5516,36392,700,618,65.90114942528736
61814,0,41800,550,0,381,90,40,294,264,100,IL,4618,26494,430,618,76
61815,0,8608,150,0,0,0,0,0,0,0,IL,974,5642,130,618,57.38666666666666
61816,0,16018,220,0,30,40,0,0,43,40,IL,1863,8753,170,618,72.80909090909091
61817,0,83103,1180,0,887,180,50,155,707,230,IL,9154,55767,910,618,70.42627118644067
61818,0,50024,760,0,1291,100,40,134,377,120,IL,5392,33740,620,618,65.82105263157895
61820,3513,543873,9850,1258,23627,1460,310,2193,11907,1700,IL,86570,376442,8740,618,55.215532994923855
61821,12270,1044768,13630,2363,69784,2640,670,2649,36868,3030,IL,175202,641906,11120,618,76.6520909757887
61822,17589,1456575,12630,2118,86062,3680,860,5324,36076,4060,IL,240573,965748,10230,618,115.32660332541568
61830,0,18348,250,0,502,30,20,87,117,40,IL,2067,11285,190,618,73.392
61832,4960,689147,13260,502,12793,1330,470,2396,9752,1610,IL,99015,470198,10710,618,51.97187028657617
61833,0,45274,980,0,39,60,30,54,81,80,IL,5131,33846,790,618,46.19795918367347
61834,1525,234677,3110,115,4682,550,230,1227,2934,630,IL,29634,147540,2330,618,75.4588424437299
61839,0,18206,250,0,167,40,0,0,310,40,IL,1692,9674,200,618,72.824
61840,542,42564,400,32,332,80,40,158,302,100,IL,5971,29228,330,618,106.41
61841,0,45736,590,0,149,90,40,193,193,100,IL,5146,29366,460,618,77.51864406779661
61842,402,96231,1320,63,2721,230,90,569,1460,250,IL,11271,61910,1070,618,72.90227272727273
61843,293,88345,1180,50,1610,220,80,641,879,250,IL,10222,59957,950,618,74.86864406779661
61844,0,38244,470,38,609,70,40,755,204,80,IL,4249,23346,370,618,81.37021276595745
61845,0,15354,190,0,113,40,30,401,51,40,IL,1317,7098,140,618,80.81052631578947
61846,0,102932,1920,0,1417,180,100,399,553,210,IL,11688,72264,1540,618,53.610416666666666
61847,0,43884,580,0,237,120,40,418,350,130,IL,4822,27788,440,618,75.66206896551724
61849,0,71699,820,44,2226,130,70,455,575,160,IL,7470,39724,640,618,87.43780487804878
61850,0,13520,210,0,0,0,0,0,51,20,IL,1460,8194,160,618,64.38095238095238
61851,0,14763,220,0,37,30,0,0,28,40,IL,1588,9895,160,618,67.10454545454546
61852,0,6388,100,0,0,0,0,0,0,0,IL,611,3576,80,618,63.88
61853,10321,788907,6900,726,23884,1800,470,3606,11979,2040,IL,114688,525264,5690,618,114.33434782608695
61854,0,53299,710,0,704,120,40,381,612,150,IL,6555,33990,580,618,75.06901408450705
61856,3210,393700,3960,450,16293,1060,350,5303,6507,1180,IL,52321,246858,3030,618,99.41919191919192
61858,313,99791,1490,0,1603,220,60,337,632,280,IL,11814,69692,1160,618,66.9738255033557
61859,0,46824,590,0,301,110,40,373,252,120,IL,5438,29816,460,618,79.36271186440678
61862,0,19646,240,0,67,40,20,40,39,40,IL,1863,10568,180,618,81.85833333333333
61863,0,33876,440,0,440,80,20,93,149,80,IL,3912,21918,360,618,76.99090909090908
61864,0,77269,860,35,1282,180,60,569,837,230,IL,8929,47473,680,618,89.84767441860465
61865,0,41219,630,0,1437,80,40,43,185,70,IL,4670,25298,500,618,65.42698412698412
61866,1494,290793,6140,129,5145,590,200,1444,3332,670,IL,35379,209484,5190,618,47.36042345276873
61870,0,30547,540,0,35,30,30,162,22,40,IL,3275,20831,450,618,56.568518518518516
61872,0,28443,350,0,173,70,30,212,253,70,IL,3170,14407,260,618,81.26571428571428
61873,1697,256247,2890,162,5657,690,220,2476,3696,770,IL,31426,171486,2340,618,88.66678200692041
61874,5207,420500,4160,330,10583,1300,240,1339,9256,1450,IL,60382,290263,3300,618,101.08173076923077
61875,0,36608,360,24,1480,100,30,291,480,110,IL,5539,19866,300,618,101.68888888888888
61876,0,18941,280,0,11,40,0,0,98,40,IL,1944,10208,200,618,67.64642857142857
61877,269,65029,820,0,1288,140,50,331,552,160,IL,7130,41449,640,618,79.30365853658536
61878,0,43099,670,0,1454,110,30,214,520,110,IL,5023,28045,530,618,64.3268656716418
61880,651,162752,2070,36,2106,350,90,409,1620,420,IL,19842,113167,1740,618,78.62415458937198
61882,0,22860,310,0,177,40,0,0,42,40,IL,2785,17344,260,618,73.74193548387096
61883,0,114120,2110,0,1253,220,70,-17,660,270,IL,13629,83964,1700,618,54.08530805687204
61884,535,72383,560,125,1300,160,50,890,1155,190,IL,11029,36461,410,618,129.25535714285715
61910,1453,172689,2220,371,9682,320,170,2090,2337,320,IL,23369,108488,1860,619,77.78783783783784
61911,3136,200361,2170,1074,31004,400,290,2578,1788,370,IL,25757,95536,1700,619,92.33225806451613
61912,0,40972,550,0,551,90,70,924,305,90,IL,4304,23545,440,619,74.49454545454546
61913,0,54835,750,0,1085,110,50,437,216,110,IL,7046,35606,600,619,73.11333333333333
61914,0,59217,890,0,959,130,80,448,260,150,IL,6615,40069,730,619,66.53595505617977
61917,0,16624,230,0,113,40,0,0,137,30,IL,2131,9051,170,619,72.27826086956522
61919,0,31613,360,0,661,90,30,131,386,90,IL,3600,17344,280,619,87.81388888888888
61920,4928,632390,8540,1097,33782,1530,550,4165,13035,1680,IL,82299,364930,6930,619,74.0503512880562
61924,0,67214,980,45,1737,190,80,656,604,190,IL,7497,40613,750,619,68.58571428571429
61925,0,44768,430,85,2633,80,30,356,178,90,IL,5507,28235,350,619,104.11162790697675
61928,0,23394,280,0,244,50,0,0,160,60,IL,2473,13389,220,619,83.55
61929,0,23966,340,0,288,40,0,0,43,40,IL,2691,14726,270,619,70.48823529411764
61930,0,16866,210,0,58,30,0,0,22,30,IL,1828,10457,170,619,80.31428571428572
61931,0,41849,520,167,5032,80,40,162,212,80,IL,4264,21669,420,619,80.47884615384615
61932,0,13978,190,0,31,20,0,0,89,30,IL,1229,7669,150,619,73.56842105263158
61933,0,29081,480,0,250,60,40,671,133,70,IL,2937,16549,380,619,60.58541666666667
61937,0,68651,880,66,3629,140,70,416,262,130,IL,8527,39105,710,619,78.0125
61938,6265,678504,9680,810,27089,1610,660,6047,11789,1840,IL,104760,402950,7830,619,70.09338842975207
61942,0,40156,550,56,2449,90,70,1630,269,100,IL,4360,22420,440,619,73.0109090909091
61943,0,50104,700,0,2302,120,70,436,443,110,IL,6036,29141,550,619,71.57714285714286
61944,2132,345558,5360,268,8971,840,380,4373,5202,920,IL,44518,222966,4290,619,64.46977611940298
61951,3284,322628,3720,858,11388,720,360,1775,5162,800,IL,46983,181873,3000,619,86.72795698924732
61953,1237,245884,3090,347,14007,560,240,2570,2769,650,IL,30653,152172,2480,619,79.57411003236246
61956,0,83213,1390,0,1286,190,60,363,703,210,IL,9515,57277,1150,619,59.86546762589928
61957,0,54386,830,80,2434,140,70,966,422,150,IL,6644,34283,660,619,65.52530120481927
62001,293,78135,820,21,1155,230,90,770,1419,280,IL,9183,48543,640,620,95.28658536585365
62002,4296,848590,13700,606,22238,1780,550,3093,14121,2080,IL,118567,587242,11170,620,61.94087591240876
62006,0,19297,280,0,177,60,0,0,120,70,IL,2121,13600,210,620,68.91785714285714
62009,0,41028,770,0,31,70,20,-18,148,90,IL,4853,30838,650,620,53.28311688311688
62010,2112,411026,5440,187,10224,990,260,1068,4848,1110,IL,52518,289418,4280,620,75.55625
62011,0,6186,120,0,0,0,0,0,0,0,IL,661,4024,90,620,51.55
62012,1103,238040,3190,108,6486,550,200,1203,2398,680,IL,28862,169694,2500,620,74.62068965517241
62013,0,17178,250,0,287,70,0,0,131,60,IL,1814,10737,190,620,68.712
62014,335,119199,1760,17,2997,280,90,366,996,320,IL,13713,86810,1400,620,67.72670454545455
62015,0,19103,230,0,262,40,20,134,147,60,IL,2160,10558,170,620,83.05652173913043
62016,305,116518,1690,21,2672,310,120,825,776,330,IL,12899,76988,1350,620,68.94556213017752
62017,0,28415,480,0,65,70,30,131,169,90,IL,2925,18238,360,620,59.197916666666664
62018,0,59358,1350,0,168,70,20,29,129,80,IL,6791,48182,1160,620,43.96888888888889
62019,0,13029,200,0,192,30,0,0,73,30,IL,1412,6488,140,620,65.145
62021,0,43781,440,21,638,120,20,12,589,140,IL,5391,26611,310,620,99.50227272727273
62022,0,45562,590,0,555,120,30,108,503,160,IL,7295,31522,450,620,77.22372881355932
62024,727,240582,4200,18,2619,520,160,377,1702,590,IL,28380,177964,3340,620,57.28142857142857
62025,17802,1821652,16030,2530,91519,4500,1010,4857,36607,5110,IL,301218,1177327,12880,620,113.64017467248908
62027,0,12270,230,0,42,30,0,0,41,40,IL,1249,7357,170,620,53.34782608695652
62028,0,26189,400,0,401,90,0,0,247,80,IL,3230,16057,330,620,65.4725
62031,0,26457,400,0,250,50,0,0,77,60,IL,2813,17489,300,620,66.1425
62032,0,21642,310,0,39,30,20,304,28,40,IL,2548,12954,230,620,69.81290322580645
62033,179,137121,2090,41,2196,330,110,959,1599,410,IL,17241,96799,1680,620,65.60813397129186
62034,6229,759961,7020,796,26840,2140,370,1467,15849,2430,IL,115005,507369,5420,620,108.25655270655271
62035,4868,647261,8040,561,19665,1870,370,2514,14952,2180,IL,86730,412758,6000,620,80.50509950248757
62036,0,26129,320,0,363,90,20,50,91,80,IL,3143,16973,250,620,81.653125
62037,305,69416,880,32,1643,180,70,42,1058,220,IL,8887,44315,650,620,78.88181818181818
62040,3684,1002903,18300,80,8366,1660,470,227,6650,2020,IL,121799,757901,15090,620,54.80344262295082
62044,0,60188,830,0,782,130,60,1067,261,130,IL,6638,40410,670,620,72.51566265060241
62045,0,13806,210,0,127,40,0,0,53,40,IL,1513,9494,170,620,65.74285714285715
62047,0,43186,610,0,1317,150,30,18,421,160,IL,5041,31147,480,620,70.79672131147541
62048,0,25924,530,0,59,40,0,0,89,50,IL,2804,19740,420,620,48.91320754716981
62049,689,194184,2850,57,3752,500,210,1038,2761,580,IL,23896,121280,2200,620,68.13473684210527
62050,0,7631,150,0,0,0,0,0,0,0,IL,864,5649,120,620,50.873333333333335
62051,0,28162,390,0,386,60,40,341,116,70,IL,2946,15498,300,620,72.2102564102564
62052,1104,395769,5570,200,12875,980,360,2536,4643,1160,IL,48622,268906,4460,620,71.05368043087971
62053,0,14573,290,0,15,30,0,0,71,40,IL,1661,8413,190,620,50.251724137931035
62054,0,19654,330,0,87,30,20,31,32,40,IL,2052,13006,270,620,59.557575757575755
62056,1513,257588,3870,190,6743,660,240,3087,4978,720,IL,31841,167514,3120,620,66.56020671834625
62060,0,50374,1430,0,20,30,30,37,61,40,IL,7089,40826,1230,620,35.226573426573424
62061,314,82269,860,26,1197,220,60,100,1112,270,IL,11951,52246,660,620,95.66162790697675
62062,2950,443669,4210,311,13550,1220,210,1443,8342,1400,IL,67421,281193,3190,620,105.38456057007126
62063,0,34115,490,0,734,70,40,392,300,100,IL,3675,22393,370,620,69.62244897959184
62067,475,103447,1210,28,1383,270,60,-9,1095,310,IL,13528,69912,940,620,85.49338842975206
62069,107,92930,1480,0,627,180,80,243,1270,230,IL,11057,66883,1180,620,62.79054054054054
62074,0,44198,480,0,988,110,30,200,458,110,IL,7096,26957,400,620,92.07916666666667
62075,343,99251,1460,82,4161,250,130,2237,1565,270,IL,10918,57080,1140,620,67.98013698630137
62079,0,11659,140,0,0,0,0,0,47,30,IL,1307,7873,110,620,83.27857142857142
62080,0,62621,1030,0,597,140,80,547,311,130,IL,7074,42407,830,620,60.797087378640775
62081,0,9822,140,0,0,0,0,0,54,30,IL,987,5939,110,620,70.15714285714286
62082,0,60051,1060,0,972,130,80,718,425,130,IL,7015,39246,850,620,56.65188679245283
62083,0,8824,100,0,30,20,0,0,0,0,IL,740,4113,90,620,88.24
62084,0,37983,710,0,117,70,0,0,165,80,IL,4237,29852,580,620,53.49718309859155
62086,0,33249,570,0,106,70,40,75,160,90,IL,3516,23152,430,620,58.33157894736842
62087,0,33898,790,0,188,40,0,0,38,50,IL,3900,28142,670,620,42.90886075949367
62088,487,232707,3130,122,3181,640,160,801,2426,740,IL,31523,166131,2480,620,74.34728434504792
62090,0,11920,360,0,0,0,0,0,0,0,IL,1984,9055,310,620,33.111111111111114
62091,0,11578,180,0,16,20,0,0,0,0,IL,1323,7749,130,620,64.32222222222222
62092,0,62949,1140,0,746,120,60,478,364,130,IL,7361,42868,920,620,55.21842105263158
62094,0,25776,440,0,104,60,20,125,97,80,IL,2785,15167,340,620,58.58181818181818
62095,650,282682,5070,26,2264,570,120,154,3153,700,IL,33349,210759,4160,620,55.75581854043393
62097,375,129314,1460,57,2811,330,90,66,1229,370,IL,17416,92615,1190,620,88.57123287671233
62201,0,58770,1640,0,69,50,30,51,75,50,IL,7576,48695,1430,622,35.83536585365854
62203,527,85914,2350,0,19,70,50,-28,151,90,IL,12674,60769,1880,622,36.55914893617021
62204,167,42919,1550,0,-10,30,0,0,1,30,IL,7370,34787,1300,622,27.68967741935484
62205,696,83828,2490,0,10,60,30,-141,49,80,IL,12424,63903,2060,622,33.66586345381526
62206,705,166204,4950,0,462,150,80,-433,315,140,IL,25760,140588,4400,622,33.576565656565656
62207,711,69383,2200,0,-19,40,30,-120,30,60,IL,11740,55232,1870,622,31.537727272727274
62208,5318,576085,8620,202,10713,1330,350,897,8000,1540,IL,71876,414111,6930,622,66.83120649651973
62214,0,46997,560,0,1261,160,70,284,821,200,IL,5560,28111,440,622,83.92321428571428
62215,0,76393,880,29,1620,240,70,271,579,270,IL,9368,55953,750,622,86.81022727272727
62216,1106,159952,1490,104,3764,470,130,528,2571,490,IL,22814,116746,1270,622,107.3503355704698
62217,0,20317,360,0,176,60,20,88,328,60,IL,2498,13853,270,622,56.43611111111111
62218,0,82289,790,24,3487,270,110,1000,727,290,IL,11144,56172,650,622,104.16329113924051
62220,3594,586066,8670,457,15933,1500,380,1422,11093,1730,IL,80136,409258,7180,622,67.59700115340254
62221,10789,1068058,14120,594,31112,2490,620,1146,13718,2760,IL,142133,754824,11800,622,75.6415014164306
62223,5931,621305,8300,662,21493,1650,430,3292,14341,1850,IL,88875,391816,6530,622,74.85602409638554
62225,0,117202,1690,0,1673,310,90,-128,607,320,IL,13459,108501,1650,622,69.35029585798817
62226,9041,998956,14090,580,26775,2450,540,1521,15604,2810,IL,144001,678719,11460,622,70.89822569198013
62230,769,277633,3280,132,9114,950,300,1667,4095,1050,IL,34493,188828,2670,622,84.64420731707317
62231,1386,268829,3530,158,10356,780,430,4107,4803,900,IL,32905,158244,2700,622,76.15552407932012
62232,2784,308576,3410,601,9428,580,170,1295,5132,670,IL,55322,194539,2790,622,90.49149560117301
62233,652,183675,2680,160,2830,540,160,507,3608,650,IL,22314,108692,2070,622,68.53544776119404
62234,5583,1062780,15840,647,28813,2570,570,1429,13161,2990,IL,133919,758855,12870,622,67.09469696969697
62236,8218,801077,6900,894,42493,2350,400,3935,17500,2660,IL,120881,534987,5450,622,116.09811594202898
62237,0,68471,1140,0,805,190,120,603,389,190,IL,8203,48255,890,622,60.06228070175439
62238,0,12665,250,0,0,0,0,0,47,20,IL,1473,9757,200,622,50.66
62239,158,113166,2110,0,457,160,40,54,656,240,IL,13419,89945,1780,622,53.633175355450234
62240,0,39173,660,0,223,90,30,128,158,80,IL,4948,28635,560,622,59.3530303030303
62241,0,32721,480,0,104,70,40,49,118,80,IL,3628,21070,360,622,68.16875
62242,0,41840,640,0,625,130,40,234,430,140,IL,4553,27091,500,622,65.375
62243,918,262671,2910,156,6337,850,220,1271,5010,980,IL,36356,171118,2270,622,90.26494845360824
62244,0,43615,480,0,962,130,30,54,420,130,IL,5119,29544,360,622,90.86458333333333
62245,0,85493,950,41,2053,260,70,263,1033,310,IL,11098,61598,790,622,89.99263157894737
62246,2231,258264,3720,197,9565,780,330,2208,4147,840,IL,31931,159583,2850,622,69.4258064516129
62249,3450,732566,8070,479,19206,2180,520,4705,13285,2500,IL,101386,488835,6470,622,90.77645600991326
62250,0,13388,210,0,30,30,0,0,16,30,IL,1464,9190,170,622,63.75238095238095
62253,0,15899,290,0,57,40,20,64,82,40,IL,1735,10534,230,622,54.824137931034485
62254,1799,237887,2700,157,5345,650,170,459,3350,720,IL,34056,152887,2200,622,88.10629629629629
62255,0,27470,450,0,175,70,30,40,134,80,IL,3136,18842,360,622,61.044444444444444
62257,0,84125,1290,69,865,230,100,825,2054,280,IL,9800,54276,1020,622,65.21317829457364
62258,1913,407006,4870,113,6769,1020,270,1505,4916,1210,IL,51026,291305,4100,622,83.5741273100616
62260,1796,367342,3760,365,19570,1130,280,1482,6912,1260,IL,50029,229956,2900,622,97.69734042553192
62262,0,46408,700,0,1239,110,50,349,260,100,IL,5442,30863,570,622,66.29714285714286
62263,900,244852,2560,121,4366,660,340,3622,3205,770,IL,42981,129315,2060,622,95.6453125
62264,119,107844,1520,44,2443,290,90,456,1294,350,IL,12758,73240,1200,622,70.95
62265,268,162658,2050,32,4329,410,130,38,1688,480,IL,18680,109582,1690,622,79.34536585365854
62268,0,26497,350,0,609,90,50,313,328,120,IL,2732,16446,260,622,75.70571428571428
62269,16010,1709779,17320,1304,49108,4320,900,2691,24976,4800,IL,244491,1192876,14190,622,98.7170323325635
62271,266,91320,1080,39,1685,250,110,852,1594,340,IL,12665,55415,860,622,84.55555555555556
62272,0,37005,640,0,580,90,30,138,147,110,IL,4360,25333,530,622,57.8203125
62274,620,175047,2690,36,2904,610,240,1008,2850,650,IL,20349,119375,2110,622,65.0732342007435
62275,257,121169,1580,42,2238,310,150,959,1114,370,IL,14403,86102,1270,622,76.68924050632911
62277,0,37701,590,0,321,120,40,106,370,140,IL,4053,25356,460,622,63.9
62278,1064,269969,3260,172,7571,860,290,1863,3872,960,IL,34408,172846,2580,622,82.81257668711656
62280,0,13329,170,0,75,40,0,0,39,40,IL,1513,7677,130,622,78.40588235294118
62281,1049,153009,1380,41,1844,330,100,1243,1533,370,IL,21895,110089,1170,622,110.87608695652175
62284,0,16833,260,0,198,40,0,0,88,50,IL,1801,10461,200,622,64.74230769230769
62285,1187,248025,2370,137,6353,640,110,1197,3435,740,IL,35376,160383,1880,622,104.65189873417721
62286,641,164218,2640,67,2720,460,170,652,2465,520,IL,21774,108143,2110,622,62.20378787878788
